Subject,Correlation,ROI,Image index
sub-05,0.014999911280678612,V2,20.0
sub-05,0.0462714982232646,V2,21.0
sub-05,0.013483363405828288,V2,22.0
sub-05,0.012131728281893654,V2,23.0
sub-05,0.008288059627635567,V2,24.0
sub-05,0.002020707688012376,V2,25.0
sub-05,0.004013651463845432,V2,26.0
sub-05,0.022223794364986626,V2,27.0
sub-05,0.028908033385347077,V2,28.0
sub-05,0.01516412003313165,V2,29.0
sub-05,-0.005230360918105839,V2,30.0
sub-05,0.010757593475088556,V2,31.0
sub-05,0.015110107306916021,V2,32.0
sub-05,0.004503173856381547,V2,33.0
sub-05,0.009060718096823211,V2,34.0
sub-05,0.004253802964826254,V2,35.0
sub-05,0.015208313361536668,V2,36.0
sub-05,0.043380832983823524,V2,37.0
sub-05,0.017837746925547848,V2,38.0
sub-05,0.002441784100145964,V2,39.0
sub-05,0.014391009310470116,V2,40.0
sub-05,0.011707348177352361,V2,41.0
sub-05,0.013952812991676907,V2,42.0
sub-05,0.015296589359783754,V2,43.0
sub-05,0.005314717233671513,V2,44.0
sub-05,0.004865257115422533,V2,45.0
sub-05,0.021593460169118093,V2,46.0
sub-05,0.00935063896695029,V2,47.0
sub-05,0.004544057182499917,V2,48.0
sub-05,0.009252611829980136,V2,49.0
sub-05,0.007047860035356651,V2,50.0
sub-05,0.0067564824316149125,V3,1.0
sub-05,0.022692275750157614,V3,2.0
sub-05,0.0033247138673800406,V3,3.0
sub-05,0.017677051024737458,V3,4.0
sub-05,0.01576268362339601,V3,5.0
sub-05,0.010331521980671736,V3,6.0
sub-05,0.008968235386672106,V3,7.0
sub-05,0.0006050033795586224,V3,8.0
sub-05,0.0057939935653907974,V3,9.0
sub-05,0.001206233392802676,V3,10.0
sub-05,0.008139083369954489,V3,11.0
sub-05,0.0011528372709632116,V3,12.0
sub-05,0.0001449449048924459,V3,13.0
sub-05,-0.0009602815526671227,V3,14.0
sub-05,0.01622100319910068,V3,15.0
sub-05,0.027598849908126444,V3,16.0
sub-05,0.019828811255171164,V3,17.0
sub-05,0.02338360956450177,V3,18.0
sub-05,0.010235289568643809,V3,19.0
sub-05,0.013133250085877235,V3,20.0
sub-05,0.02694849383499883,V3,21.0
sub-05,0.012509367749886218,V3,22.0
sub-05,0.014974183187326266,V3,23.0
sub-05,0.005414280373774922,V3,24.0
sub-05,0.009738121472632153,V3,25.0
sub-05,0.0030255687495025336,V3,26.0
sub-05,0.025490497508810193,V3,27.0
sub-05,0.03404554546682951,V3,28.0
sub-05,0.011405943655615048,V3,29.0
sub-05,-0.003817259882149906,V3,30.0
sub-05,0.014165607909764859,V3,31.0
sub-05,0.012664601525361507,V3,32.0
sub-05,0.0025161204836885802,V3,33.0
sub-05,0.00333066596904487,V3,34.0
sub-05,0.005373045461972108,V3,35.0
sub-05,0.010088527313558847,V3,36.0
sub-05,0.02938561705263221,V3,37.0
sub-05,0.01299804184584201,V3,38.0
sub-05,0.0024439605084512614,V3,39.0
sub-05,0.011657550327073662,V3,40.0
sub-05,0.011856728612850299,V3,41.0
sub-05,0.006390180569695261,V3,42.0
sub-05,0.01132370741647295,V3,43.0
sub-05,0.0060201731927556935,V3,44.0
sub-05,0.006638803666264221,V3,45.0
sub-05,0.015572877076818658,V3,46.0
sub-05,0.011832726970662595,V3,47.0
sub-05,-0.003211940611351476,V3,48.0
sub-05,0.017999366351449886,V3,49.0
sub-05,0.01089034708574427,V3,50.0
sub-05,0.0028864506097879663,V4,1.0
sub-05,0.04068866818943635,V4,2.0
sub-05,0.010500971451071987,V4,3.0
sub-05,0.017418503254367734,V4,4.0
sub-05,0.012425016870093336,V4,5.0
sub-05,0.005054771203676322,V4,6.0
sub-05,0.012071552924031002,V4,7.0
sub-05,0.013150536225569968,V4,8.0
sub-05,0.042905509966276595,V4,9.0
sub-05,0.002489790972078632,V4,10.0
sub-05,0.001058224312765754,V4,11.0
sub-05,0.0034272741482108383,V4,12.0
sub-05,0.01999566320428503,V4,13.0
sub-05,0.0015267796371518099,V4,14.0
sub-05,0.02984431770552907,V4,15.0
sub-05,0.012417961969096936,V4,16.0
sub-05,0.014104112852049756,V4,17.0
sub-05,0.008411627225880893,V4,18.0
sub-05,0.010953628246634007,V4,19.0
sub-05,0.006376619872558041,V4,20.0
sub-05,0.011006767146168796,V4,21.0
sub-05,0.020917339467505718,V4,22.0
sub-05,0.009410086339028118,V4,23.0
sub-05,0.015204316483620259,V4,24.0
sub-05,0.017659327275186425,V4,25.0
sub-05,0.0023270761522268197,V4,26.0
sub-05,0.022301625803336042,V4,27.0
sub-05,0.023953441841330102,V4,28.0
sub-05,-0.0008106885036932838,V4,29.0
sub-05,0.01264866598418138,V4,30.0
sub-05,0.009029039301365812,V4,31.0
sub-05,0.015058096059215148,V4,32.0
sub-05,0.004382874374880237,V4,33.0
sub-05,0.005757221204231749,V4,34.0
sub-05,-0.0011361205764005868,V4,35.0
sub-05,0.005372587782099943,V4,36.0
sub-05,0.007331084278224363,V4,37.0
sub-05,0.01368322636065935,V4,38.0
sub-05,0.005337344948142826,V4,39.0
sub-05,0.011706649110401254,V4,40.0
sub-05,0.005335664948964431,V4,41.0
sub-05,0.0006664973654036214,V4,42.0
sub-05,0.008876973186206423,V4,43.0
sub-05,0.0030464501768513634,V4,44.0
sub-05,0.010757202521813225,V4,45.0
sub-05,0.0033780342024321186,V4,46.0
sub-05,0.007591941354640592,V4,47.0
sub-05,0.0006600097236005069,V4,48.0
sub-05,0.0014680484412435068,V4,49.0
sub-05,0.00953272994249633,V4,50.0
sub-05,0.0019982199056768264,HVC,1.0
sub-05,0.03799924512612645,HVC,2.0
sub-05,0.010166564102652672,HVC,3.0
sub-05,0.0192178715952895,HVC,4.0
sub-05,0.010289451658330447,HVC,5.0
sub-05,0.003737305514625455,HVC,6.0
sub-05,0.015911765611043092,HVC,7.0
sub-05,0.012786274398634615,HVC,8.0
sub-05,0.037344510391809915,HVC,9.0
sub-05,0.008214626343948128,HVC,10.0
sub-05,0.006130267165034283,HVC,11.0
sub-05,0.008193756163591946,HVC,12.0
sub-05,0.019684194229896503,HVC,13.0
sub-05,0.009773480606045291,HVC,14.0
sub-05,0.022219787505674406,HVC,15.0
sub-05,0.006120593746472081,HVC,16.0
sub-05,0.010272802909066809,HVC,17.0
sub-05,0.011814377327611432,HVC,18.0
sub-05,0.01498868720436094,HVC,19.0
sub-05,0.005229837961751895,HVC,20.0
sub-05,0.0037970945718290277,HVC,21.0
sub-05,0.03202021167980401,HVC,22.0
sub-05,0.014207806012754318,HVC,23.0
sub-05,0.012797104223961069,HVC,24.0
sub-05,0.002815231320330634,HVC,25.0
sub-05,0.006847682660736452,HVC,26.0
sub-05,0.037652679895502646,HVC,27.0
sub-05,0.015095259694403828,HVC,28.0
sub-05,-0.0038975292300670525,HVC,29.0
sub-05,0.012539740940932386,HVC,30.0
sub-05,0.013266946799609599,HVC,31.0
sub-05,0.038681982744694435,HVC,32.0
sub-05,0.015766345989467048,HVC,33.0
sub-05,0.011728660771613877,HVC,34.0
sub-05,0.0027458080506778367,HVC,35.0
sub-05,0.013420801817425833,HVC,36.0
sub-05,0.001786506370786018,HVC,37.0
sub-05,0.026422230893555047,HVC,38.0
sub-05,0.008031607437123413,HVC,39.0
sub-05,0.007827190826607698,HVC,40.0
sub-05,0.017000127486469806,HVC,41.0
sub-05,0.002113464614234132,HVC,42.0
sub-05,0.003997128414115824,HVC,43.0
sub-05,0.004525909260969689,HVC,44.0
sub-05,0.013490882913936374,HVC,45.0
sub-05,0.008124076756983224,HVC,46.0
sub-05,0.006802594523438968,HVC,47.0
sub-05,0.01488059063251168,HVC,48.0
sub-05,0.01736485429882043,HVC,49.0
sub-05,0.009564584167646793,HVC,50.0
